event,course,age_start,age_end,mean,std
200 BR,LCM,16,22,0.7905,0.0345
200 BR,LCM,16,23,0.8008,0.0332
200 BR,LCM,16,24,0.7935,0.0256
200 BR,LCM,16,25,0.7960,0.0236
200 BR,LCM,17,19,0.8271,0.0243
200 BR,LCM,17,20,0.8178,0.0259
200 BR,LCM,17,21,0.8122,0.0286
200 BR,LCM,17,22,0.8116,0.0278
200 BR,LCM,17,23,0.8126,0.0322
200 BR,LCM,17,24,0.8142,0.0314
200 BR,LCM,17,25,0.8170,0.0280
200 BR,LCM,18,19,0.8344,0.0231
200 BR,LCM,18,20,0.8264,0.0254
200 BR,LCM,18,21,0.8210,0.0273
200 BR,LCM,18,22,0.8205,0.0273
200 BR,LCM,18,23,0.8251,0.0286
200 BR,LCM,18,24,0.8349,0.0196
200 BR,LCM,18,25,0.8366,0.0232
200 BR,LCM,19,20,0.8323,0.0242
200 BR,LCM,19,21,0.8288,0.0249
200 BR,LCM,19,22,0.8263,0.0267
200 BR,LCM,19,23,0.8359,0.0264
200 BR,LCM,19,24,0.8328,0.0248
200 BR,LCM,19,25,0.8471,0.0269
200 BR,LCM,20,21,0.8358,0.0224
200 BR,LCM,20,22,0.8370,0.0235
200 BR,LCM,20,23,0.8402,0.0235
200 BR,LCM,20,24,0.8418,0.0209
200 BR,LCM,20,25,0.8501,0.0250
200 BR,LCM,21,22,0.8390,0.0236
200 BR,LCM,21,23,0.8472,0.0247
200 BR,LCM,21,24,0.8421,0.0278
200 BR,LCM,21,25,0.8492,0.0295
200 BR,SCM,15,19,0.7803,0.0540
200 BR,SCM,15,20,0.7723,0.0528
200 BR,SCM,15,21,0.7739,0.0533
200 BR,SCM,15,22,0.7842,0.0706
200 BR,SCM,15,23,0.8487,0.1106
200 BR,SCM,15,24,0.7547,
200 BR,SCM,15,25,0.9376,
200 BR,SCM,16,19,0.8072,0.0398
200 BR,SCM,16,20,0.8102,0.0342
200 BR,SCM,16,21,0.8067,0.0381
200 BR,SCM,16,22,0.8005,0.0321
200 BR,SCM,16,23,0.8931,
200 BR,SCM,16,24,0.8759,
200 BR,SCM,16,25,0.8752,
200 BR,SCM,17,19,0.8532,0.0330
200 BR,SCM,17,20,0.8342,0.0393
200 BR,SCM,17,21,0.8290,0.0353
200 BR,SCM,17,22,0.8330,0.0281
200 BR,SCM,17,23,0.8348,0.0240
200 BR,SCM,17,24,0.8586,0.0431
200 BR,SCM,17,25,0.8828,0.0355
200 BR,SCM,18,19,0.8729,0.0242
200 BR,SCM,18,20,0.8672,0.0343
200 BR,SCM,18,21,0.8584,0.0353
200 BR,SCM,18,22,0.8555,0.0323
200 BR,SCM,18,23,0.8673,0.0252
200 BR,SCM,18,24,0.8713,0.0188
200 BR,SCM,18,25,0.8649,0.0233
200 BR,SCM,19,20,0.8768,0.0303
200 BR,SCM,19,21,0.8748,0.0262
200 BR,SCM,19,22,0.8774,0.0241
200 BR,SCM,19,23,0.8778,0.0215
200 BR,SCM,19,24,0.8670,0.0351
200 BR,SCM,19,25,0.8699,0.0324
200 BR,SCM,20,21,0.8786,0.0268
200 BR,SCM,20,22,0.8772,0.0223
200 BR,SCM,20,23,0.8904,0.0207
200 BR,SCM,20,24,0.8811,0.0203
200 BR,SCM,20,25,0.8702,0.0385
200 BR,SCM,21,22,0.8884,0.0157
200 BR,SCM,21,23,0.8972,0.0269
200 BR,SCM,21,24,0.8944,0.0184
200 BR,SCM,21,25,0.8905,0.0248
200 BR,SCY,15,19,0.9108,0.0348
200 BR,SCY,15,20,0.8980,0.0379
200 BR,SCY,15,21,0.8929,0.0380
200 BR,SCY,15,22,0.8828,0.0401
200 BR,SCY,15,23,0.8932,0.0400
200 BR,SCY,15,24,0.8877,0.0338
200 BR,SCY,15,25,0.8987,0.0333
200 BR,SCY,16,19,0.9405,0.0296
200 BR,SCY,16,20,0.9285,0.0326
200 BR,SCY,16,21,0.9218,0.0343
200 BR,SCY,16,22,0.9152,0.0356
200 BR,SCY,16,23,0.9128,0.0390
200 BR,SCY,16,24,0.9224,0.0310
200 BR,SCY,16,25,0.9259,0.0245
200 BR,SCY,17,19,0.9605,0.0232
200 BR,SCY,17,20,0.9503,0.0258
200 BR,SCY,17,21,0.9433,0.0275
200 BR,SCY,17,22,0.9348,0.0306
200 BR,SCY,17,23,0.9360,0.0387
200 BR,SCY,17,24,0.9382,0.0268
200 BR,SCY,17,25,0.9400,0.0254
200 BR,SCY,18,19,0.9814,0.0171
200 BR,SCY,18,20,0.9712,0.0192
200 BR,SCY,18,21,0.9655,0.0222
200 BR,SCY,18,22,0.9571,0.0243
200 BR,SCY,18,23,0.9639,0.0248
200 BR,SCY,18,24,0.9613,0.0230
200 BR,SCY,18,25,0.9727,0.0237
200 BR,SCY,19,20,0.9868,0.0154
200 BR,SCY,19,21,0.9813,0.0177
200 BR,SCY,19,22,0.9743,0.0201
200 BR,SCY,19,23,0.9778,0.0306
200 BR,SCY,19,24,0.9808,0.0231
200 BR,SCY,19,25,0.9945,0.0279
200 BR,SCY,20,21,0.9918,0.0149
200 BR,SCY,20,22,0.9867,0.0162
200 BR,SCY,20,23,0.9827,0.0243
200 BR,SCY,20,24,0.9872,0.0205
200 BR,SCY,20,25,0.9929,0.0334
200 BR,SCY,21,22,0.9950,0.0148
200 BR,SCY,21,23,0.9939,0.0199
200 BR,SCY,21,24,0.9966,0.0202
200 BR,SCY,21,25,1.0064,0.0262
200 FL,LCM,15,19,0.8041,0.0347
200 FL,LCM,15,20,0.7980,0.0363
200 FL,LCM,15,21,0.7934,0.0369
200 FL,LCM,15,22,0.7916,0.0400
200 FL,LCM,15,23,0.7970,0.0471
200 FL,LCM,15,24,0.8218,0.0456
200 FL,LCM,15,25,0.8046,0.0595
200 FL,LCM,16,19,0.8288,0.0302
200 FL,LCM,16,20,0.8239,0.0302
200 FL,LCM,16,21,0.8186,0.0323
200 FL,LCM,16,22,0.8178,0.0355
200 FL,LCM,16,23,0.8271,0.0368
200 FL,LCM,16,24,0.8347,0.0359
200 FL,LCM,16,25,0.8060,0.0627
200 FL,LCM,17,19,0.8473,0.0240
200 FL,LCM,17,20,0.8412,0.0263
200 FL,LCM,17,21,0.8372,0.0288
200 FL,LCM,17,22,0.8374,0.0298
200 FL,LCM,17,23,0.8464,0.0266
200 FL,LCM,17,24,0.8460,0.0321
200 FL,LCM,17,25,0.8374,0.0408
200 FL,LCM,18,19,0.8534,0.0216
200 FL,LCM,18,20,0.8489,0.0235
200 FL,LCM,18,21,0.8441,0.0265
200 FL,LCM,18,22,0.8467,0.0254
200 FL,LCM,18,23,0.8533,0.0258
200 FL,LCM,18,24,0.8529,0.0325
200 FL,LCM,18,25,0.8589,0.0364
200 FL,LCM,19,20,0.8520,0.0226
200 FL,LCM,19,21,0.8486,0.0240
200 FL,LCM,19,22,0.8493,0.0257
200 FL,LCM,19,23,0.8589,0.0247
200 FL,LCM,19,24,0.8623,0.0285
200 FL,LCM,19,25,0.8719,0.0218
200 FL,LCM,20,21,0.8527,0.0223
200 FL,LCM,20,22,0.8546,0.0239
200 FL,LCM,20,23,0.8629,0.0231
200 FL,LCM,20,24,0.8555,0.0248
200 FL,LCM,20,25,0.8812,0.0234
200 FL,LCM,21,22,0.8586,0.0222
200 FL,LCM,21,23,0.8614,0.0260
200 FL,LCM,21,24,0.8693,0.0230
200 FL,LCM,21,25,0.8791,0.0195
200 FL,SCM,15,19,0.7945,0.0606
200 FL,SCM,15,20,0.7980,0.0472
200 FL,SCM,15,21,0.8037,0.0427
200 FL,SCM,15,22,0.8170,0.0462
200 FL,SCM,15,23,0.8700,0.0236
200 FL,SCM,15,24,0.8668,0.0107
200 FL,SCM,15,25,0.9023,
200 FL,SCM,16,19,0.8323,0.0393
200 FL,SCM,16,20,0.8267,0.0442
200 FL,SCM,16,21,0.8255,0.0471
200 FL,SCM,16,22,0.8132,0.0497
200 FL,SCM,16,23,0.8730,
200 FL,SCM,16,24,0.8694,0.0044
200 FL,SCM,16,25,0.8548,
200 FL,SCM,17,19,0.8642,0.0287
200 FL,SCM,17,20,0.8583,0.0266
200 FL,SCM,17,21,0.8507,0.0182
200 FL,SCM,17,22,0.8487,0.0358
200 FL,SCM,17,23,0.8451,0.0555
200 FL,SCM,17,24,0.8315,0.0384
200 FL,SCM,17,25,0.8707,
200 FL,SCM,18,19,0.8652,0.0251
200 FL,SCM,18,20,0.8727,0.0286
200 FL,SCM,18,21,0.8743,0.0315
200 FL,SCM,18,22,0.8651,0.0303
200 FL,SCM,18,23,0.8774,0.0238
200 FL,SCM,18,24,0.8872,0.0006
200 FL,SCM,18,25,0.8890,0.0159
200 FL,SCM,19,20,0.8770,0.0258
200 FL,SCM,19,21,0.8832,0.0255
200 FL,SCM,19,22,0.8812,0.0299
200 FL,SCM,19,23,0.8795,0.0203
200 FL,SCM,19,24,0.8650,0.0190
200 FL,SCM,19,25,0.8785,0.0041
200 FL,SCM,20,21,0.8880,0.0143
200 FL,SCM,20,22,0.8912,0.0153
200 FL,SCM,20,23,0.8857,0.0160
200 FL,SCM,20,24,0.8946,0.0202
200 FL,SCM,20,25,0.9049,0.0277
200 FL,SCM,21,22,0.8921,0.0255
200 FL,SCM,21,23,0.8949,0.0297
200 FL,SCM,21,24,0.8940,0.0161
200 FL,SCM,21,25,0.8869,0.0220
200 FL,SCY,15,19,0.9166,0.0366
200 FL,SCY,15,20,0.9091,0.0367
200 FL,SCY,15,21,0.9033,0.0381
200 FL,SCY,15,22,0.8965,0.0401
200 FL,SCY,15,23,0.8961,0.0513
200 FL,SCY,15,24,0.9080,0.0540
200 FL,SCY,15,25,0.9119,0.0475
200 FL,SCY,16,19,0.9479,0.0294
200 FL,SCY,16,20,0.9405,0.0307
200 FL,SCY,16,21,0.9341,0.0320
200 FL,SCY,16,22,0.9290,0.0348
200 FL,SCY,16,23,0.9375,0.0364
200 FL,SCY,16,24,0.9137,0.0461
200 FL,SCY,16,25,0.9230,0.0483
200 FL,SCY,17,19,0.9694,0.0220
200 FL,SCY,17,20,0.9620,0.0254
200 FL,SCY,17,21,0.9560,0.0261
200 FL,SCY,17,22,0.9546,0.0284
200 FL,SCY,17,23,0.9613,0.0251
200 FL,SCY,17,24,0.9465,0.0370
200 FL,SCY,17,25,0.9604,0.0331
200 FL,SCY,18,19,0.9853,0.0162
200 FL,SCY,18,20,0.9778,0.0207
200 FL,SCY,18,21,0.9735,0.0220
200 FL,SCY,18,22,0.9663,0.0274
200 FL,SCY,18,23,0.9700,0.0265
200 FL,SCY,18,24,0.9620,0.0261
200 FL,SCY,18,25,0.9811,0.0225
200 FL,SCY,19,20,0.9923,0.0141
200 FL,SCY,19,21,0.9877,0.0171
200 FL,SCY,19,22,0.9857,0.0201
200 FL,SCY,19,23,0.9895,0.0261
200 FL,SCY,19,24,0.9852,0.0232
200 FL,SCY,19,25,1.0014,0.0212
200 FL,SCY,20,21,0.9948,0.0137
200 FL,SCY,20,22,0.9931,0.0163
200 FL,SCY,20,23,0.9942,0.0230
200 FL,SCY,20,24,0.9955,0.0197
200 FL,SCY,20,25,1.0087,0.0218
200 FL,SCY,21,22,0.9960,0.0156
200 FL,SCY,21,23,0.9957,0.0215
200 FL,SCY,21,24,0.9944,0.0195
200 FL,SCY,21,25,1.0095,0.0290
200 FR,LCM,15,19,0.8012,0.0316
200 FR,LCM,15,20,0.7927,0.0329
200 FR,LCM,15,21,0.7897,0.0328
200 FR,LCM,15,22,0.7880,0.0343
200 FR,LCM,15,23,0.7928,0.0299
200 FR,LCM,15,24,0.8030,0.0391
200 FR,LCM,15,25,0.8076,0.0379
200 FR,LCM,16,19,0.8262,0.0250
200 FR,LCM,16,20,0.8183,0.0275
200 FR,LCM,16,21,0.8137,0.0278
200 FR,LCM,16,22,0.8103,0.0296
200 FR,LCM,16,23,0.8219,0.0255
200 FR,LCM,16,24,0.8249,0.0237
200 FR,LCM,16,25,0.8285,0.0235
200 FR,LCM,17,19,0.8423,0.0194
200 FR,LCM,17,20,0.8347,0.0227
200 FR,LCM,17,21,0.8303,0.0241
200 FR,LCM,17,22,0.8288,0.0244
200 FR,LCM,17,23,0.8332,0.0243
200 FR,LCM,17,24,0.8363,0.0244
200 FR,LCM,17,25,0.8415,0.0210
200 FR,LCM,18,19,0.8487,0.0173
200 FR,LCM,18,20,0.8420,0.0201
200 FR,LCM,18,21,0.8389,0.0204
200 FR,LCM,18,22,0.8382,0.0210
200 FR,LCM,18,23,0.8425,0.0226
200 FR,LCM,18,24,0.8388,0.0260
200 FR,LCM,18,25,0.8471,0.0279
200 FR,LCM,19,20,0.8468,0.0181
200 FR,LCM,19,21,0.8443,0.0188
200 FR,LCM,19,22,0.8434,0.0201
200 FR,LCM,19,23,0.8492,0.0207
200 FR,LCM,19,24,0.8520,0.0194
200 FR,LCM,19,25,0.8579,0.0211
200 FR,LCM,20,21,0.8498,0.0179
200 FR,LCM,20,22,0.8500,0.0179
200 FR,LCM,20,23,0.8563,0.0205
200 FR,LCM,20,24,0.8574,0.0246
200 FR,LCM,20,25,0.8624,0.0227
200 FR,LCM,21,22,0.8514,0.0181
200 FR,LCM,21,23,0.8561,0.0223
200 FR,LCM,21,24,0.8621,0.0215
200 FR,LCM,21,25,0.8640,0.0213
200 FR,SCM,15,19,0.7978,0.0414
200 FR,SCM,15,20,0.7994,0.0436
200 FR,SCM,15,21,0.7880,0.0403
200 FR,SCM,15,22,0.7950,0.0647
200 FR,SCM,15,23,0.8573,0.0542
200 FR,SCM,15,24,0.8308,0.1004
200 FR,SCM,15,25,0.8494,0.0932
200 FR,SCM,16,19,0.8325,0.0300
200 FR,SCM,16,20,0.8184,0.0398
200 FR,SCM,16,21,0.8183,0.0404
200 FR,SCM,16,22,0.8260,0.0470
200 FR,SCM,16,23,0.8435,0.0325
200 FR,SCM,16,24,0.8763,0.0161
200 FR,SCM,16,25,0.8563,0.0023
200 FR,SCM,17,19,0.8539,0.0334
200 FR,SCM,17,20,0.8542,0.0354
200 FR,SCM,17,21,0.8400,0.0381
200 FR,SCM,17,22,0.8560,0.0328
200 FR,SCM,17,23,0.8647,0.0353
200 FR,SCM,17,24,0.8698,0.0226
200 FR,SCM,17,25,0.8596,0.0161
200 FR,SCM,18,19,0.8774,0.0336
200 FR,SCM,18,20,0.8716,0.0327
200 FR,SCM,18,21,0.8717,0.0308
200 FR,SCM,18,22,0.8737,0.0289
200 FR,SCM,18,23,0.8780,0.0220
200 FR,SCM,18,24,0.8861,0.0162
200 FR,SCM,18,25,0.8808,0.0222
200 FR,SCM,19,20,0.8827,0.0200
200 FR,SCM,19,21,0.8810,0.0199
200 FR,SCM,19,22,0.8858,0.0171
200 FR,SCM,19,23,0.8854,0.0116
200 FR,SCM,19,24,0.8864,0.0212
200 FR,SCM,19,25,0.9011,0.0264
200 FR,SCM,20,21,0.8863,0.0157
200 FR,SCM,20,22,0.8918,0.0184
200 FR,SCM,20,23,0.8908,0.0212
200 FR,SCM,20,24,0.8945,0.0168
200 FR,SCM,20,25,0.9108,0.0129
200 FR,SCM,21,22,0.8895,0.0158
200 FR,SCM,21,23,0.8946,0.0150
200 FR,SCM,21,24,0.8927,0.0180
200 FR,SCM,21,25,0.9016,0.0255
200 FR,SCY,15,19,0.9274,0.0309
200 FR,SCY,15,20,0.9173,0.0343
200 FR,SCY,15,21,0.9120,0.0347
200 FR,SCY,15,22,0.9061,0.0370
200 FR,SCY,15,23,0.9136,0.0348
200 FR,SCY,15,24,0.9232,0.0372
200 FR,SCY,15,25,0.9313,0.0311
200 FR,SCY,16,19,0.9565,0.0236
200 FR,SCY,16,20,0.9471,0.0272
200 FR,SCY,16,21,0.9414,0.0281
200 FR,SCY,16,22,0.9374,0.0300
200 FR,SCY,16,23,0.9407,0.0287
200 FR,SCY,16,24,0.9421,0.0282
200 FR,SCY,16,25,0.9477,0.0299
200 FR,SCY,17,19,0.9742,0.0190
200 FR,SCY,17,20,0.9654,0.0233
200 FR,SCY,17,21,0.9606,0.0229
200 FR,SCY,17,22,0.9571,0.0246
200 FR,SCY,17,23,0.9611,0.0227
200 FR,SCY,17,24,0.9620,0.0273
200 FR,SCY,17,25,0.9682,0.0229
200 FR,SCY,18,19,0.9868,0.0142
200 FR,SCY,18,20,0.9794,0.0177
200 FR,SCY,18,21,0.9746,0.0193
200 FR,SCY,18,22,0.9705,0.0206
200 FR,SCY,18,23,0.9775,0.0236
200 FR,SCY,18,24,0.9801,0.0228
200 FR,SCY,18,25,0.9793,0.0176
200 FR,SCY,19,20,0.9908,0.0133
200 FR,SCY,19,21,0.9859,0.0161
200 FR,SCY,19,22,0.9816,0.0183
200 FR,SCY,19,23,0.9873,0.0222
200 FR,SCY,19,24,0.9825,0.0258
200 FR,SCY,19,25,0.9975,0.0200
200 FR,SCY,20,21,0.9940,0.0131
200 FR,SCY,20,22,0.9916,0.0166
200 FR,SCY,20,23,0.9925,0.0222
200 FR,SCY,20,24,0.9921,0.0295
200 FR,SCY,20,25,1.0052,0.0201
200 FR,SCY,21,22,0.9958,0.0137
200 FR,SCY,21,23,0.9960,0.0220
200 FR,SCY,21,24,0.9917,0.0216
200 FR,SCY,21,25,1.0100,0.0200
200 IM,LCM,15,19,0.7925,0.0275
200 IM,LCM,15,20,0.7859,0.0297
200 IM,LCM,15,21,0.7793,0.0303
200 IM,LCM,15,22,0.7784,0.0306
200 IM,LCM,15,23,0.7869,0.0328
200 IM,LCM,15,24,0.7960,0.0226
200 IM,LCM,15,25,0.8021,0.0265
200 IM,LCM,16,19,0.8168,0.0217
200 IM,LCM,16,20,0.8093,0.0235
200 IM,LCM,16,21,0.8040,0.0248
200 IM,LCM,16,22,0.8015,0.0252
200 IM,LCM,16,23,0.8067,0.0254
200 IM,LCM,16,24,0.8096,0.0233
200 IM,LCM,16,25,0.8239,0.0182
200 IM,LCM,17,19,0.8322,0.0195
200 IM,LCM,17,20,0.8257,0.0207
200 IM,LCM,17,21,0.8209,0.0220
200 IM,LCM,17,22,0.8177,0.0231
200 IM,LCM,17,23,0.8204,0.0257
200 IM,LCM,17,24,0.8220,0.0244
200 IM,LCM,17,25,0.8335,0.0225
200 IM,LCM,18,19,0.8394,0.0178
200 IM,LCM,18,20,0.8323,0.0200
200 IM,LCM,18,21,0.8276,0.0211
200 IM,LCM,18,22,0.8272,0.0213
200 IM,LCM,18,23,0.8273,0.0267
200 IM,LCM,18,24,0.8295,0.0270
200 IM,LCM,18,25,0.8466,0.0241
200 IM,LCM,19,20,0.8367,0.0183
200 IM,LCM,19,21,0.8332,0.0192
200 IM,LCM,19,22,0.8318,0.0201
200 IM,LCM,19,23,0.8367,0.0214
200 IM,LCM,19,24,0.8405,0.0214
200 IM,LCM,19,25,0.8492,0.0225
200 IM,LCM,20,21,0.8388,0.0191
200 IM,LCM,20,22,0.8385,0.0185
200 IM,LCM,20,23,0.8436,0.0201
200 IM,LCM,20,24,0.8485,0.0165
200 IM,LCM,20,25,0.8609,0.0204
200 IM,LCM,21,22,0.8402,0.0202
200 IM,LCM,21,23,0.8446,0.0227
200 IM,LCM,21,24,0.8491,0.0235
200 IM,LCM,21,25,0.8647,0.0201
200 IM,SCM,15,19,0.7948,0.0395
200 IM,SCM,15,20,0.7897,0.0420
200 IM,SCM,15,21,0.7817,0.0385
200 IM,SCM,15,22,0.7691,0.0368
200 IM,SCM,15,23,0.8537,0.0614
200 IM,SCM,15,24,0.8581,0.0654
200 IM,SCM,15,25,,
200 IM,SCM,16,19,0.8284,0.0307
200 IM,SCM,16,20,0.8198,0.0349
200 IM,SCM,16,21,0.8082,0.0377
200 IM,SCM,16,22,0.7900,0.0483
200 IM,SCM,16,23,0.8437,0.0058
200 IM,SCM,16,24,0.8348,0.0140
200 IM,SCM,16,25,,
200 IM,SCM,17,19,0.8479,0.0296
200 IM,SCM,17,20,0.8486,0.0326
200 IM,SCM,17,21,0.8380,0.0356
200 IM,SCM,17,22,0.8405,0.0277
200 IM,SCM,17,23,0.8564,0.0308
200 IM,SCM,17,24,0.8644,0.0316
200 IM,SCM,17,25,0.8664,0.0479
200 IM,SCM,18,19,0.8642,0.0225
200 IM,SCM,18,20,0.8691,0.0212
200 IM,SCM,18,21,0.8589,0.0315
200 IM,SCM,18,22,0.8620,0.0217
200 IM,SCM,18,23,0.8639,0.0174
200 IM,SCM,18,24,0.8666,0.0167
200 IM,SCM,18,25,0.8757,0.0291
200 IM,SCM,19,20,0.8807,0.0177
200 IM,SCM,19,21,0.8752,0.0190
200 IM,SCM,19,22,0.8818,0.0180
200 IM,SCM,19,23,0.8831,0.0149
200 IM,SCM,19,24,0.8830,0.0117
200 IM,SCM,19,25,0.8755,0.0228
200 IM,SCM,20,21,0.8806,0.0205
200 IM,SCM,20,22,0.8773,0.0160
200 IM,SCM,20,23,0.8827,0.0246
200 IM,SCM,20,24,0.8859,0.0212
200 IM,SCM,20,25,0.8732,0.0338
200 IM,SCM,21,22,0.8860,0.0176
200 IM,SCM,21,23,0.8848,0.0231
200 IM,SCM,21,24,0.8936,0.0254
200 IM,SCM,21,25,0.9096,0.0178
200 IM,SCY,15,19,0.9212,0.0281
200 IM,SCY,15,20,0.9116,0.0313
200 IM,SCY,15,21,0.9033,0.0332
200 IM,SCY,15,22,0.8994,0.0336
200 IM,SCY,15,23,0.9076,0.0393
200 IM,SCY,15,24,0.9172,0.0181
200 IM,SCY,15,25,0.9191,0.0276
200 IM,SCY,16,19,0.9490,0.0224
200 IM,SCY,16,20,0.9404,0.0261
200 IM,SCY,16,21,0.9328,0.0269
200 IM,SCY,16,22,0.9271,0.0293
200 IM,SCY,16,23,0.9319,0.0305
200 IM,SCY,16,24,0.9373,0.0244
200 IM,SCY,16,25,0.9454,0.0257
200 IM,SCY,17,19,0.9681,0.0186
200 IM,SCY,17,20,0.9602,0.0213
200 IM,SCY,17,21,0.9537,0.0212
200 IM,SCY,17,22,0.9476,0.0246
200 IM,SCY,17,23,0.9485,0.0312
200 IM,SCY,17,24,0.9515,0.0262
200 IM,SCY,17,25,0.9575,0.0189
200 IM,SCY,18,19,0.9850,0.0140
200 IM,SCY,18,20,0.9760,0.0170
200 IM,SCY,18,21,0.9703,0.0193
200 IM,SCY,18,22,0.9635,0.0227
200 IM,SCY,18,23,0.9667,0.0263
200 IM,SCY,18,24,0.9642,0.0263
200 IM,SCY,18,25,0.9756,0.0304
200 IM,SCY,19,20,0.9892,0.0143
200 IM,SCY,19,21,0.9835,0.0164
200 IM,SCY,19,22,0.9778,0.0200
200 IM,SCY,19,23,0.9763,0.0287
200 IM,SCY,19,24,0.9832,0.0224
200 IM,SCY,19,25,0.9944,0.0226
200 IM,SCY,20,21,0.9936,0.0120
200 IM,SCY,20,22,0.9896,0.0159
200 IM,SCY,20,23,0.9877,0.0205
200 IM,SCY,20,24,0.9961,0.0195
200 IM,SCY,20,25,1.0048,0.0211
200 IM,SCY,21,22,0.9947,0.0139
200 IM,SCY,21,23,0.9932,0.0213
200 IM,SCY,21,24,0.9926,0.0217
200 IM,SCY,21,25,1.0129,0.0267
400 FR,LCM,15,19,1.0355,0.0353
400 FR,LCM,15,20,1.0286,0.0370
400 FR,LCM,15,21,1.0254,0.0366
400 FR,LCM,15,22,1.0220,0.0416
400 FR,LCM,15,23,1.0305,0.0387
400 FR,LCM,15,24,1.0391,0.0429
400 FR,LCM,15,25,1.0506,0.0468
400 FR,LCM,16,19,1.0627,0.0282
400 FR,LCM,16,20,1.0558,0.0314
400 FR,LCM,16,21,1.0523,0.0309
400 FR,LCM,16,22,1.0515,0.0341
400 FR,LCM,16,23,1.0622,0.0328
400 FR,LCM,16,24,1.0701,0.0389
400 FR,LCM,16,25,1.0690,0.0402
400 FR,LCM,17,19,1.0786,0.0228
400 FR,LCM,17,20,1.0732,0.0261
400 FR,LCM,17,21,1.0708,0.0271
400 FR,LCM,17,22,1.0685,0.0312
400 FR,LCM,17,23,1.0756,0.0318
400 FR,LCM,17,24,1.0867,0.0328
400 FR,LCM,17,25,1.0858,0.0356
400 FR,LCM,18,19,1.0836,0.0222
400 FR,LCM,18,20,1.0798,0.0241
400 FR,LCM,18,21,1.0764,0.0262
400 FR,LCM,18,22,1.0760,0.0293
400 FR,LCM,18,23,1.0861,0.0264
400 FR,LCM,18,24,1.0909,0.0386
400 FR,LCM,18,25,1.0994,0.0379
400 FR,LCM,19,20,1.0822,0.0224
400 FR,LCM,19,21,1.0811,0.0238
400 FR,LCM,19,22,1.0825,0.0247
400 FR,LCM,19,23,1.0931,0.0264
400 FR,LCM,19,24,1.1041,0.0228
400 FR,LCM,19,25,1.1061,0.0255
400 FR,LCM,20,21,1.0866,0.0215
400 FR,LCM,20,22,1.0884,0.0240
400 FR,LCM,20,23,1.0991,0.0251
400 FR,LCM,20,24,1.1070,0.0228
400 FR,LCM,20,25,1.1082,0.0271
400 FR,LCM,21,22,1.0902,0.0215
400 FR,LCM,21,23,1.0974,0.0258
400 FR,LCM,21,24,1.1052,0.0260
400 FR,LCM,21,25,1.1129,0.0285
400 FR,SCM,15,19,1.0338,0.0456
400 FR,SCM,15,20,1.0396,0.0434
400 FR,SCM,15,21,1.0445,0.0474
400 FR,SCM,15,22,1.0558,0.0877
400 FR,SCM,15,23,1.1154,0.0370
400 FR,SCM,15,24,,
400 FR,SCM,15,25,1.1601,0.0224
400 FR,SCM,16,19,1.0712,0.0370
400 FR,SCM,16,20,1.0713,0.0357
400 FR,SCM,16,21,1.0739,0.0310
400 FR,SCM,16,22,1.0753,0.0557
400 FR,SCM,16,23,1.0657,0.0385
400 FR,SCM,16,24,1.1442,0.0203
400 FR,SCM,16,25,1.1202,
400 FR,SCM,17,19,1.1023,0.0324
400 FR,SCM,17,20,1.1024,0.0320
400 FR,SCM,17,21,1.1031,0.0297
400 FR,SCM,17,22,1.1018,0.0391
400 FR,SCM,17,23,1.1103,0.0453
400 FR,SCM,17,24,1.0813,0.0849
400 FR,SCM,17,25,1.0855,
400 FR,SCM,18,19,1.1230,0.0287
400 FR,SCM,18,20,1.1252,0.0236
400 FR,SCM,18,21,1.1176,0.0291
400 FR,SCM,18,22,1.1226,0.0317
400 FR,SCM,18,23,1.1274,0.0343
400 FR,SCM,18,24,1.1315,0.0098
400 FR,SCM,18,25,1.1245,
400 FR,SCM,19,20,1.1258,0.0224
400 FR,SCM,19,21,1.1289,0.0207
400 FR,SCM,19,22,1.1239,0.0289
400 FR,SCM,19,23,1.1253,0.0306
400 FR,SCM,19,24,1.1398,0.0303
400 FR,SCM,19,25,1.1253,
400 FR,SCM,20,21,1.1286,0.0230
400 FR,SCM,20,22,1.1438,0.0205
400 FR,SCM,20,23,1.1358,0.0247
400 FR,SCM,20,24,1.1458,0.0155
400 FR,SCM,20,25,1.1596,0.0256
400 FR,SCM,21,22,1.1346,0.0205
400 FR,SCM,21,23,1.1415,0.0286
400 FR,SCM,21,24,1.1649,0.0241
400 FR,SCM,21,25,1.1524,
400 IM,LCM,15,19,0.8086,0.0259
400 IM,LCM,15,20,0.8019,0.0262
400 IM,LCM,15,21,0.7987,0.0268
400 IM,LCM,15,22,0.7990,0.0286
400 IM,LCM,15,23,0.8054,0.0336
400 IM,LCM,15,24,0.8204,0.0314
400 IM,LCM,15,25,0.8167,0.0197
400 IM,LCM,16,19,0.8290,0.0215
400 IM,LCM,16,20,0.8229,0.0228
400 IM,LCM,16,21,0.8196,0.0240
400 IM,LCM,16,22,0.8189,0.0251
400 IM,LCM,16,23,0.8256,0.0255
400 IM,LCM,16,24,0.8382,0.0190
400 IM,LCM,16,25,0.8376,0.0150
400 IM,LCM,17,19,0.8432,0.0181
400 IM,LCM,17,20,0.8378,0.0194
400 IM,LCM,17,21,0.8353,0.0204
400 IM,LCM,17,22,0.8328,0.0244
400 IM,LCM,17,23,0.8389,0.0267
